,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
21,id0809232,2,2016-04-01 12:12:25,2016-04-01 12:23:17,1,-73.9795379638672,40.753360748291016,-73.96399688720702,40.763458251953125,N,652
22,id2352683,1,2016-04-09 03:34:27,2016-04-09 03:41:30,1,-73.99586486816406,40.7588119506836,-73.99332427978516,40.74032211303711,N,423
23,id1603037,1,2016-06-25 10:36:26,2016-06-25 10:55:49,1,-73.9935531616211,40.747173309326165,-74.00614166259764,40.704383850097656,N,1163
24,id3321406,2,2016-06-03 08:15:05,2016-06-03 08:56:30,1,-73.95523071289062,40.77713394165039,-73.78874969482422,40.64147186279297,N,2485
25,id0129640,2,2016-02-14 13:27:56,2016-02-14 13:49:19,1,-73.95658111572266,40.77135848999024,-73.97496795654298,40.732791900634766,N,1283
26,id3587298,1,2016-02-27 21:56:01,2016-02-27 22:14:51,1,-73.9837646484375,40.74987411499024,-73.95883178710938,40.80096054077149,N,1130
27,id2104175,1,2016-06-20 23:07:16,2016-06-20 23:18:50,1,-73.95843505859375,40.713191986083984,-73.9495391845703,40.68025207519531,N,694
28,id3973319,2,2016-06-13 21:57:27,2016-06-13 22:12:19,1,-73.99421691894531,40.71330642700195,-73.98284912109375,40.69229888916016,N,892
29,id1410897,1,2016-03-23 14:10:39,2016-03-23 14:49:30,1,-73.98211669921875,40.75635147094727,-73.86569213867188,40.77098846435546,N,2331
30,id0266980,1,2016-05-17 10:47:51,2016-05-17 11:12:30,1,-73.97093963623048,40.76166915893555,-73.9962387084961,40.72536849975586,N,1479
31,id2822549,2,2016-05-21 13:03:24,2016-05-21 13:20:52,1,-73.9982681274414,40.720039367675774,-74.01036071777344,40.67213821411133,N,1048
32,id3075902,2,2016-05-10 19:27:38,2016-05-10 19:44:40,2,-74.00550079345702,40.706588745117195,-73.9858169555664,40.74420166015625,N,1022
33,id0023813,1,2016-04-17 14:38:30,2016-04-17 15:16:19,1,-73.99031066894531,40.7565803527832,-73.87091827392578,40.77392959594727,N,2269
34,id3970352,1,2016-01-09 12:55:35,2016-01-09 13:07:22,1,-74.00899505615233,40.712589263916016,-73.99863433837889,40.72280883789063,N,707
35,id3361153,1,2016-03-11 07:11:23,2016-03-11 07:20:09,1,-73.99456024169923,40.750526428222656,-73.97850036621094,40.7561912536621,N,526
36,id1870624,1,2016-01-05 15:29:54,2016-01-05 15:39:07,3,-73.9515151977539,40.77024841308594,-73.95852661132812,40.76151657104492,N,553
37,id2403238,1,2016-06-23 23:00:09,2016-06-23 23:04:46,1,-73.98806762695312,40.72808074951172,-73.98075103759764,40.72146987915039,N,277
38,id3323083,1,2016-05-27 14:26:12,2016-05-27 14:46:01,2,-73.97812652587889,40.75834274291992,-73.99224853515625,40.73054122924805,N,1189
39,id3720663,1,2016-05-10 16:14:56,2016-05-10 16:40:19,1,-73.97776794433594,40.77407836914063,-73.9471435546875,40.77599334716797,N,1523
40,id0578558,1,2016-04-21 21:28:27,2016-04-21 21:52:37,2,-73.9885482788086,40.74597930908203,-73.97088623046875,40.79338455200195,N,1450
41,id2573056,2,2016-04-14 13:27:52,2016-04-14 13:46:14,2,-73.97472381591797,40.75113677978516,-73.9544448852539,40.76411819458008,N,1102
42,id2129090,1,2016-03-14 14:05:39,2016-03-14 14:28:05,1,-73.97509002685547,40.758766174316406,-73.95320129394531,40.76506805419922,N,1346
43,id3961107,1,2016-03-19 01:12:46,2016-03-19 01:18:49,1,-73.97647094726561,40.73978042602539,-73.98066711425781,40.72996520996094,N,363
44,id3326491,2,2016-02-12 07:41:56,2016-02-12 07:51:15,1,-73.97964477539062,40.73963165283203,-73.99472808837889,40.72349548339844,N,559
45,id0718344,2,2016-06-13 15:52:20,2016-06-13 16:16:58,1,-74.01632690429686,40.70499038696289,-73.98210906982422,40.773750305175774,N,1478
46,id3188770,1,2016-01-03 16:59:02,2016-01-03 17:04:50,1,-73.98513793945312,40.73219299316406,-73.98963928222656,40.72087478637695,N,348
47,id1956279,2,2016-02-26 08:37:00,2016-02-26 08:43:15,1,-73.98165893554686,40.778972625732415,-73.96981048583984,40.79212951660156,N,375
48,id2391523,1,2016-05-18 21:50:24,2016-05-18 22:10:41,3,-73.9661636352539,40.766914367675774,-73.99217987060547,40.7258186340332,N,1217
49,id2662609,1,2016-04-10 19:11:03,2016-04-10 19:25:39,1,-73.96546936035155,40.765846252441406,-73.96095275878906,40.79692840576172,N,876
50,id2067879,2,2016-01-19 23:19:01,2016-01-19 23:44:58,1,-73.99681854248048,40.75286102294922,-73.80900573730467,40.81687545776367,N,1557
51,id1939961,1,2016-05-07 13:18:52,2016-05-07 13:46:19,1,-73.97725677490233,40.77424621582031,-73.9900131225586,40.7326545715332,N,1647
52,id0675800,2,2016-02-15 09:25:15,2016-02-15 09:35:49,6,-73.97775268554686,40.75463104248047,-74.00167846679686,40.75642013549805,N,634
53,id2569332,1,2016-04-13 14:24:47,2016-04-13 14:30:52,1,-73.9687271118164,40.78643798828125,-73.96049499511719,40.77815246582031,N,365
54,id0526266,2,2016-05-15 09:42:58,2016-05-15 09:56:37,1,-73.93488311767578,40.80101013183594,-73.98300170898438,40.72256851196289,N,819
55,id3827863,2,2016-04-19 11:29:08,2016-04-19 12:27:56,3,-73.79289245605469,40.657878875732415,-73.80918884277344,40.69018173217773,N,3528
56,id1388344,2,2016-01-02 15:41:11,2016-01-02 16:01:39,2,-73.98233795166014,40.76280975341797,-73.98285675048828,40.748779296875,N,1228
57,id1079955,1,2016-04-22 11:28:00,2016-04-22 12:11:27,1,-73.99485015869139,40.718780517578125,-73.98341369628906,40.75885009765625,N,2607
58,id0256505,1,2016-03-14 15:04:38,2016-03-14 15:16:13,1,-73.9944839477539,40.74508666992188,-73.99899291992188,40.72270965576172,N,695
59,id1530524,1,2016-03-19 17:41:05,2016-03-19 17:48:57,1,-73.95342254638672,40.76765823364258,-73.98031616210938,40.7377815246582,N,472
60,id1674872,1,2016-02-29 02:46:24,2016-02-29 02:55:10,1,-73.95185089111328,40.71406936645508,-73.96797180175781,40.688720703125,N,526
61,id1040444,2,2016-01-07 17:01:32,2016-01-07 17:13:33,4,-73.9769515991211,40.75202178955078,-74.00121307373048,40.75161361694336,N,721
62,id1674996,1,2016-05-13 12:32:12,2016-05-13 12:40:44,1,-74.00180053710938,40.72613525390625,-74.0071563720703,40.74080657958984,N,512
63,id1965939,1,2016-05-24 12:16:33,2016-05-24 12:28:33,1,-73.99409484863281,40.76155090332031,-73.98063659667967,40.78963851928711,N,720
64,id0442192,1,2016-04-10 16:07:46,2016-04-10 16:10:40,1,-74.0063247680664,40.73339080810546,-74.00000762939453,40.743255615234375,N,174
65,id0515898,2,2016-05-21 17:38:55,2016-05-21 17:46:53,1,-74.00257110595702,40.73931121826172,-73.99188232421875,40.744998931884766,N,478
66,id1182327,2,2016-02-29 11:22:35,2016-02-29 11:35:43,1,-73.94830322265625,40.7744369506836,-73.96370697021484,40.75548553466797,N,788
67,id3913101,1,2016-06-25 22:05:46,2016-06-25 22:22:29,2,-74.00141143798828,40.76143264770508,-73.92462921142578,40.86402893066406,N,1003
68,id1680350,1,2016-03-18 20:56:16,2016-03-18 20:59:51,1,-74.00298309326173,40.72331237792969,-74.00155639648438,40.72882461547852,N,215
69,id0913838,2,2016-02-03 16:22:50,2016-02-03 16:37:20,5,-73.97833251953125,40.754070281982415,-73.95973205566406,40.77275848388672,N,870
70,id3896508,2,2016-06-07 22:32:32,2016-06-07 22:46:06,1,-73.86338043212889,40.76988983154297,-73.83712768554686,40.72135925292969,N,814
71,id2846400,2,2016-03-16 20:13:12,2016-03-16 20:23:49,1,-73.99725341796875,40.717960357666016,-73.99925231933594,40.730018615722656,N,637
72,id1510700,2,2016-02-20 21:58:13,2016-02-20 21:59:10,1,-73.9583969116211,40.77262878417969,-73.95513153076173,40.77424240112305,N,57
73,id0813128,2,2016-02-20 18:57:43,2016-02-20 19:07:32,2,-73.99120330810547,40.74955368041992,-73.97919464111328,40.74630737304688,N,589
74,id1158195,1,2016-03-24 17:58:51,2016-03-24 18:36:46,1,-73.99232482910156,40.73072052001953,-73.87250518798828,40.77449798583984,N,2275
75,id0959273,1,2016-03-20 23:16:39,2016-03-20 23:27:26,1,-73.98883819580078,40.768901824951165,-73.95553588867188,40.77174377441406,N,647
76,id0739660,1,2016-05-16 13:07:10,2016-05-16 13:34:18,3,-73.9647216796875,40.80660629272461,-73.98457336425781,40.76067733764648,N,1628
77,id3769871,1,2016-06-17 17:32:59,2016-06-17 18:11:56,1,-73.94314575195312,40.78963088989258,-73.9894790649414,40.76276397705078,N,2337
78,id1818021,1,2016-03-23 00:34:10,2016-03-23 00:45:24,1,-74.01116943359375,40.70360565185546,-74.0056915283203,40.74135971069336,N,674
79,id0982165,2,2016-04-12 21:29:16,2016-04-12 21:49:06,1,-73.98031616210938,40.75885009765625,-74.01013946533203,40.70508193969727,N,1190
80,id1519515,2,2016-06-11 12:52:19,2016-06-11 13:12:10,1,-73.95049285888672,40.77126693725586,-74.0012435913086,40.746490478515625,N,1191
81,id1082443,2,2016-02-25 14:56:26,2016-02-25 15:09:31,1,-73.98712158203125,40.76847457885742,-73.97582244873048,40.75971221923828,N,785
82,id2934884,2,2016-01-07 19:32:15,2016-01-07 19:40:55,1,-73.98638916015625,40.756614685058594,-73.99979400634764,40.76163101196289,N,520
83,id1205949,1,2016-06-05 18:43:14,2016-06-05 18:46:52,1,-73.96260833740233,40.758827209472656,-73.95419311523438,40.76405334472656,N,218
84,id2592310,2,2016-06-13 07:20:46,2016-06-13 07:24:28,1,-73.99041748046875,40.756881713867195,-73.98197937011719,40.75999069213867,N,222
85,id0883711,1,2016-01-16 21:22:41,2016-01-16 21:42:45,1,-73.99363708496092,40.7342185974121,-73.96146392822266,40.7692985534668,N,1204
86,id0283075,1,2016-04-06 23:42:26,2016-04-07 00:12:08,1,-73.78247833251953,40.64464569091797,-73.9811248779297,40.72088623046875,N,1782
87,id2107497,1,2016-05-13 20:46:55,2016-05-13 21:06:29,2,-74.01395416259764,40.712833404541016,-73.99755096435547,40.718074798583984,N,1174
88,id2090852,2,2016-01-28 11:25:20,2016-01-28 11:30:56,1,-73.96882629394531,40.75419616699219,-73.97275543212889,40.746612548828125,N,336
89,id1297351,2,2016-06-24 14:24:31,2016-06-24 14:32:21,1,-74.00328826904298,40.72697067260742,-73.99330139160156,40.73912048339844,N,470
90,id0667605,2,2016-05-27 16:17:36,2016-05-27 16:23:22,1,-73.99105834960938,40.739570617675774,-74.006103515625,40.73455047607422,N,346
91,id1476107,1,2016-05-22 15:41:29,2016-05-22 15:48:28,1,-73.96688079833984,40.78868103027344,-73.96282196044923,40.775726318359375,N,419
92,id0673727,2,2016-05-18 19:15:27,2016-05-18 19:44:49,1,-73.96167755126953,40.77596664428711,-73.85739135742188,40.73328399658203,N,1762
93,id2030290,1,2016-03-31 11:33:30,2016-03-31 12:12:31,3,-73.86431884765625,40.76982879638672,-73.98586273193358,40.76095199584961,N,2341
94,id3770790,1,2016-02-13 13:12:49,2016-02-13 13:19:35,1,-73.9922332763672,40.74428176879882,-74.00823211669923,40.74882507324219,N,406
95,id3025098,2,2016-01-20 19:21:31,2016-01-20 19:31:27,1,-73.97698211669923,40.750301361083984,-73.99912261962889,40.73950958251953,N,596
96,id3333094,2,2016-06-02 23:34:00,2016-06-02 23:41:15,1,-73.9734649658203,40.755229949951165,-73.97736358642578,40.742820739746094,N,435
97,id2228940,1,2016-02-04 13:22:02,2016-02-04 13:40:30,1,-73.98186492919923,40.75877380371094,-73.97022247314453,40.784141540527344,N,1108
98,id2102594,1,2016-03-30 16:14:29,2016-03-30 17:01:33,1,-73.78984069824217,40.64355850219727,-73.97066497802734,40.687278747558594,N,2824
99,id0010677,1,2016-04-29 10:40:34,2016-04-29 10:53:23,2,-73.99197387695312,40.749996185302734,-73.9778823852539,40.7548942565918,N,769
100,id3194108,1,2016-06-01 11:48:41,2016-06-01 12:19:07,1,-74.0050277709961,40.74645233154297,-73.97200775146483,40.74578094482422,N,1826
101,id2063827,1,2016-05-18 21:09:02,2016-05-18 21:18:55,1,-73.98141479492188,40.756732940673835,-73.97056579589844,40.75569534301758,N,593
102,id0105610,1,2016-02-19 20:01:24,2016-02-19 20:35:49,3,-73.7897186279297,40.64370727539063,-73.97869873046875,40.75034332275391,N,2065
103,id3502065,1,2016-03-15 21:03:44,2016-03-15 21:14:37,1,-73.97401428222656,40.75715255737305,-73.94973754882812,40.77709197998047,N,653
104,id3508035,2,2016-06-06 20:13:56,2016-06-06 20:45:20,6,-73.7881317138672,40.641460418701165,-73.97177124023438,40.749408721923835,N,1884
105,id3236276,2,2016-01-27 08:07:32,2016-01-27 08:24:01,1,-73.95603942871092,40.767608642578125,-73.96820068359375,40.78668975830078,N,989
106,id3277902,1,2016-04-09 15:04:31,2016-04-09 15:11:30,1,-73.97316741943358,40.75569915771485,-73.98865509033203,40.73699569702149,N,419
107,id2335059,1,2016-05-27 11:10:32,2016-05-27 11:26:34,4,-73.9758071899414,40.76062774658203,-73.98778533935547,40.754920959472656,N,962
108,id2300865,1,2016-05-10 10:31:22,2016-05-10 10:35:25,1,-73.96588134765625,40.762840270996094,-73.96099090576173,40.7708740234375,N,243
109,id3962434,2,2016-01-10 08:45:31,2016-01-10 08:51:44,2,-73.98927307128906,40.75648880004882,-74.00279998779298,40.760501861572266,N,373
110,id2677672,1,2016-02-18 17:47:39,2016-02-18 17:54:03,2,-73.94575500488281,40.773681640625,-73.95343017578125,40.78107833862305,N,384
111,id0589360,1,2016-05-22 17:34:08,2016-05-22 18:20:01,1,-73.86367797851561,40.76977157592773,-74.00721740722656,40.70489501953125,N,2753
112,id0970832,1,2016-03-12 20:39:39,2016-03-12 21:05:40,1,-74.00824737548828,40.747352600097656,-73.97944641113281,40.71875,N,1561
113,id0694434,1,2016-01-26 23:40:14,2016-01-26 23:48:39,1,-74.00679779052734,40.70607376098633,-73.9740219116211,40.74407577514648,N,505
114,id3729136,2,2016-01-30 15:15:47,2016-01-30 15:30:47,2,-73.97727203369139,40.75735092163086,-74.00243377685547,40.73440170288086,N,900
115,id2358953,2,2016-06-27 00:31:28,2016-06-27 01:06:44,1,-73.87081909179686,40.773738861083984,-73.85749816894531,41.0178108215332,N,2116
116,id0935429,1,2016-05-02 06:58:06,2016-05-02 07:08:17,1,-73.99909210205078,40.74549102783203,-73.9785614013672,40.762325286865234,N,611
117,id3056417,2,2016-04-11 14:18:21,2016-04-11 14:34:33,1,-73.98435974121092,40.74271011352539,-73.98774719238281,40.75188827514648,N,972
118,id1152886,2,2016-01-21 14:34:06,2016-01-21 14:44:10,1,-73.96167755126953,40.77117919921875,-73.95211029052734,40.78435897827149,N,604
119,id1796723,1,2016-02-09 15:54:53,2016-02-09 16:04:47,1,-73.99385833740233,40.73579788208008,-73.99462127685547,40.75046157836913,N,594
120,id0045014,1,2016-04-20 20:29:42,2016-04-20 20:39:16,1,-73.95012664794923,40.780086517333984,-73.96282958984375,40.7626838684082,N,574
121,id2648478,1,2016-01-18 11:13:59,2016-01-18 11:18:56,1,-73.95157623291014,40.766468048095696,-73.96021270751953,40.76054000854492,N,297
122,id0702030,1,2016-01-07 23:24:44,2016-01-07 23:26:25,1,-73.99929809570312,40.7495346069336,-74.00536346435547,40.743518829345696,N,101
123,id3024438,2,2016-06-10 22:24:37,2016-06-10 22:41:58,1,-73.95372009277344,40.77529525756836,-73.99119567871094,40.726318359375,N,1041
124,id2146569,2,2016-06-23 22:17:35,2016-06-23 22:21:07,1,-73.97679901123048,40.74995040893555,-73.9815673828125,40.745769500732415,N,212
125,id2307151,1,2016-02-07 18:08:06,2016-02-07 18:15:08,1,-73.96195220947266,40.80044555664063,-73.9784164428711,40.78279113769531,N,422
126,id2049424,2,2016-03-02 20:15:07,2016-03-02 20:37:43,1,-73.96389007568358,40.77365112304688,-74.00511169433594,40.75149154663086,N,1356
127,id2209089,1,2016-02-24 22:56:43,2016-02-24 23:03:39,1,-74.00691223144531,40.73036193847656,-74.00594329833984,40.72706985473633,N,416
128,id0391524,1,2016-04-06 12:14:40,2016-04-06 12:33:18,1,-73.97864532470702,40.7480354309082,-73.97013092041014,40.76273727416992,N,1118
129,id2681033,1,2016-06-17 10:01:39,2016-06-17 10:16:13,1,-73.9768295288086,40.788211822509766,-73.98374938964845,40.76253128051758,N,874
130,id2040275,1,2016-06-16 20:31:09,2016-06-16 20:36:30,1,-73.93694305419923,40.79823303222656,-73.94638061523438,40.7808837890625,N,321
131,id0073842,2,2016-03-30 23:49:41,2016-03-30 23:56:21,1,-73.99005126953125,40.73801040649414,-73.99093627929686,40.725215911865234,N,400
132,id3942339,1,2016-01-05 17:58:04,2016-01-05 18:13:38,1,-73.97882843017578,40.75280380249024,-73.99103546142578,40.75041961669922,N,934
133,id2991616,2,2016-03-19 19:51:34,2016-03-19 20:04:27,3,-73.98356628417967,40.75556182861328,-73.98236846923827,40.76696014404297,N,773
134,id1047459,2,2016-01-22 17:31:53,2016-01-22 17:37:30,3,-73.98841094970702,40.75896072387695,-73.99189758300781,40.77069091796875,N,337
135,id1737558,1,2016-05-18 19:08:31,2016-05-18 19:12:25,1,-73.96023559570312,40.7622299194336,-73.95059204101561,40.77531433105469,N,234
136,id2135557,2,2016-05-25 13:19:56,2016-05-25 13:27:50,5,-73.97028350830078,40.76483154296875,-73.95757293701173,40.78247833251953,N,474
137,id0659170,2,2016-03-26 13:07:08,2016-03-26 13:29:02,1,-73.96865844726561,40.764507293701165,-73.87283325195312,40.77145385742188,N,1314
138,id1125774,1,2016-01-19 22:20:43,2016-01-19 22:28:45,2,-73.99453735351561,40.740234375,-73.97618865966798,40.762592315673835,N,482
139,id1886740,1,2016-05-29 00:15:12,2016-05-29 00:24:38,1,-73.98511505126953,40.76872634887695,-73.95166778564453,40.77443313598633,N,566
140,id1982306,2,2016-02-10 21:06:14,2016-02-10 21:09:23,2,-73.98493957519531,40.75185775756836,-73.9835433959961,40.744335174560554,N,189
141,id2684106,2,2016-02-26 20:59:13,2016-02-26 21:14:26,2,-74.00100708007811,40.731781005859375,-73.98715209960938,40.77100372314453,N,913
142,id0038484,2,2016-03-09 13:41:11,2016-03-09 13:53:27,2,-73.97285461425781,40.76440048217773,-73.97180938720702,40.75788879394531,N,736
143,id1734208,2,2016-04-11 10:44:32,2016-04-11 10:56:26,6,-73.99707794189453,40.72063827514648,-73.9996337890625,40.7458381652832,N,714
144,id0561467,1,2016-02-09 06:58:53,2016-02-09 07:12:28,1,-73.97254943847656,40.79401779174805,-73.95405578613281,40.766300201416016,N,815
145,id3092788,2,2016-03-03 22:01:32,2016-03-03 22:17:44,2,-73.98477172851561,40.7105712890625,-73.98941040039062,40.73014831542969,N,972
146,id1741519,2,2016-03-26 14:47:44,2016-03-26 14:53:02,1,-73.98478698730467,40.74301528930664,-73.99360656738281,40.73528671264648,N,318
147,id1330402,2,2016-05-22 18:06:05,2016-05-22 18:16:30,1,-73.9918212890625,40.75007629394531,-73.97105407714845,40.75669860839844,N,625
148,id2505596,2,2016-05-28 22:53:12,2016-05-28 23:07:31,1,-73.9849853515625,40.748580932617195,-73.9812774658203,40.76911544799805,N,859
149,id1630509,2,2016-03-16 05:42:49,2016-03-16 05:45:10,2,-73.99366760253906,40.74187850952149,-73.98458862304686,40.75429916381836,N,141
150,id0512853,1,2016-05-28 17:40:21,2016-05-28 17:56:44,1,-73.96956634521484,40.7691650390625,-73.98652648925781,40.730335235595696,N,983
151,id3089912,2,2016-06-13 13:22:04,2016-06-13 13:31:29,2,-73.98995971679686,40.74108123779297,-73.97696685791014,40.74745178222656,N,565
152,id1137965,1,2016-05-16 15:02:10,2016-05-16 15:08:01,1,-73.9891357421875,40.775020599365234,-73.98181915283203,40.76605987548828,N,351
153,id3677225,2,2016-01-09 15:07:03,2016-01-09 15:12:45,1,-73.96788024902342,40.759811401367195,-73.95382690429686,40.77888107299805,N,342
154,id0401226,1,2016-05-26 06:37:10,2016-05-26 06:52:19,4,-74.00670623779298,40.7055549621582,-73.99169158935547,40.74972152709961,N,909
155,id2452605,2,2016-05-22 22:42:31,2016-05-22 22:46:18,1,-73.99626922607422,40.74985122680664,-73.99476623535155,40.73648071289063,N,227
156,id3618302,2,2016-04-19 09:27:04,2016-04-19 09:45:02,6,-73.98731994628906,40.75064086914063,-73.98928833007811,40.76940536499024,N,1078
157,id1552358,2,2016-04-01 07:55:30,2016-04-01 08:10:30,1,-73.97543334960938,40.75213241577149,-73.99078369140625,40.75094223022461,N,900
158,id1168234,1,2016-02-01 18:02:59,2016-02-01 18:13:30,1,-74.00020599365233,40.73784637451172,-74.00031280517578,40.72286605834961,N,631
159,id2910320,2,2016-04-20 07:33:12,2016-04-20 07:56:17,1,-73.95545959472656,40.76730728149414,-73.98899841308595,40.69316864013672,N,1385
160,id3331830,1,2016-04-12 09:21:27,2016-04-12 09:35:56,1,-73.96486663818358,40.75579071044922,-73.9758071899414,40.757354736328125,N,869
161,id0195963,2,2016-06-19 18:39:05,2016-06-19 18:48:39,1,-73.99916076660156,40.74436950683594,-73.98870849609375,40.75870132446289,N,574
162,id0762989,2,2016-03-17 08:24:27,2016-03-17 08:26:11,1,-73.97761535644531,40.76357269287109,-73.97257232666014,40.7659568786621,N,104
163,id2671060,2,2016-04-07 08:44:32,2016-04-07 08:51:30,1,-73.95311737060547,40.77180099487305,-73.94792175292967,40.78314971923828,N,418
164,id3620795,1,2016-01-01 10:45:24,2016-01-01 10:51:47,1,-74.0016098022461,40.74081039428711,-73.99622344970702,40.72590255737305,N,383
165,id2282206,1,2016-01-04 16:32:42,2016-01-04 16:51:19,2,-73.9621810913086,40.81072616577149,-73.99483489990233,40.752811431884766,N,1117
166,id0591292,1,2016-06-09 18:43:04,2016-06-09 19:07:11,1,-73.98696899414062,40.74285125732422,-73.9942855834961,40.761356353759766,N,1447
167,id0906779,1,2016-04-19 08:31:48,2016-04-19 09:14:11,2,-73.9715576171875,40.75062942504882,-73.95262908935547,40.631595611572266,N,2543
168,id2326430,2,2016-06-10 22:06:53,2016-06-10 22:23:14,1,-73.95687866210938,40.77487182617188,-73.93650817871094,40.85718536376953,N,981
169,id3863815,2,2016-03-14 04:24:36,2016-03-14 04:37:11,3,-73.94435882568358,40.7144889831543,-73.91053009033203,40.70949172973633,N,755
170,id3048297,2,2016-04-06 08:53:11,2016-04-06 09:14:08,1,-73.97279357910156,40.75559616088867,-73.87312316894531,40.77445602416992,N,1257
171,id3649509,1,2016-04-02 14:46:23,2016-04-02 15:06:44,2,-74.00554656982422,40.70926284790039,-73.97014617919923,40.762741088867195,N,1221
172,id1783063,2,2016-04-06 12:24:22,2016-04-06 12:40:02,2,-73.98464965820312,40.74597930908203,-73.97737884521484,40.75965118408203,N,940
173,id3363012,2,2016-04-12 20:22:49,2016-04-12 20:24:55,1,-73.96196746826173,40.77008056640625,-73.96077728271484,40.77505111694336,N,126
174,id0514638,1,2016-02-10 08:36:33,2016-02-10 08:42:23,1,-73.96942138671875,40.80003356933594,-73.96817779541014,40.791702270507805,N,350
175,id0627115,2,2016-02-26 16:10:47,2016-02-26 16:23:04,1,-73.98262786865233,40.76211166381836,-73.99337005615233,40.74748992919922,N,737
176,id3141299,2,2016-01-14 12:25:54,2016-01-14 12:37:24,3,-73.9957733154297,40.74256896972656,-74.00809478759764,40.72277069091797,N,690
177,id2003497,1,2016-04-15 11:58:45,2016-04-15 12:09:56,2,-74.00007629394531,40.74829864501953,-73.98988342285155,40.73796463012695,N,671
178,id3748197,1,2016-02-07 23:17:58,2016-02-07 23:25:41,1,-73.9991683959961,40.734233856201165,-73.98209381103516,40.74027633666992,N,463
179,id2983261,1,2016-04-15 14:41:14,2016-04-15 14:47:21,1,-74.01425170898438,40.713912963867195,-74.00462341308595,40.70538330078125,N,367
180,id0485870,2,2016-06-19 20:23:09,2016-06-19 20:29:18,1,-73.99089813232422,40.75066375732422,-73.99321746826173,40.734199523925774,N,369
181,id0835694,1,2016-01-15 19:25:12,2016-01-15 19:31:54,1,-73.97510528564453,40.75569152832031,-73.985595703125,40.74747467041016,N,402
182,id3426410,2,2016-02-18 09:27:07,2016-02-18 09:45:20,5,-73.96743774414062,40.75934982299805,-74.01268768310547,40.70161056518555,N,1093
